timestamp,market_title,search_query,response_length,response_preview
2025-12-13T01:10:10.672581,Will Phantom daily builder revenue hit $300k in 2025?,Will Phantom daily builder revenue hit $300k in 2025?,1498,"The prediction market ""Will Phantom daily builder revenue hit $300k in 2025?"" is currently active on platforms like Polymarket and PredictSights. As of December 13, 2025, the market shows a 6.5% proba"
2025-12-13T01:10:17.359798,Spread: Jaguars (-13.5),Spread: Jaguars (-13.5),2127,"The Jacksonville Jaguars are set to face the New York Jets on Sunday, December 14, 2025, at EverBank Stadium in Jacksonville. The Jaguars are favored by 13.5 points, reflecting their strong performanc"
2025-12-13T01:10:25.049663,Pacers vs. 76ers: O/U 229.5,Pacers vs. 76ers: O/U 229.5,2930,"The upcoming NBA game between the Indiana Pacers and the Philadelphia 76ers is scheduled for December 13, 2025, at the Wells Fargo Center in Philadelphia. The over/under for total points scored in thi"
2025-12-13T01:15:58.150269,Spread: Jaguars (-13.5),Spread: Jaguars (-13.5),2276,"The Jacksonville Jaguars are set to face the New York Jets on Sunday, December 14, 2025, at EverBank Stadium in Jacksonville. The Jaguars are favored by 13.5 points, indicating strong expectations for"
2025-12-13T01:16:06.687602,Pacers vs. 76ers: O/U 229.5,Pacers vs. 76ers: O/U 229.5,2951,"The upcoming NBA game between the Indiana Pacers and the Philadelphia 76ers is scheduled for December 13, 2025, at 7:00 PM EST in Philadelphia. The over/under for total points scored is set at 229.5.
"
2025-12-13T01:16:13.231459,U.S. anti-cartel strike/operation on foreign soil by December 31?,U.S. anti-cartel strike/operation on foreign soil by December 31?,3159,"As of December 13, 2025, the United States has intensified its efforts to combat drug cartels through various operations on foreign soil. Notably, in August 2025, the U.S. military deployed air and na"
2025-12-13T01:21:47.105642,Spread: Jaguars (-13.5),Spread: Jaguars (-13.5),2690,"The Jacksonville Jaguars are set to face the New York Jets on Sunday, December 14, 2025, at EverBank Stadium in Jacksonville. The Jaguars are favored by 13.5 points in this matchup.

**Recent Performa"
2025-12-13T01:21:57.023108,Pacers vs. 76ers: O/U 229.5,Pacers vs. 76ers: O/U 229.5,3063,"The upcoming NBA game between the Indiana Pacers and the Philadelphia 76ers is scheduled for December 13, 2025, at the Wells Fargo Center in Philadelphia. The over/under for total points scored in thi"
2025-12-13T01:22:05.398250,U.S. anti-cartel strike/operation on foreign soil by December 31?,U.S. anti-cartel strike/operation on foreign soil by December 31?,4525,"As of December 13, 2025, the U.S. has significantly intensified its anti-cartel operations on foreign soil, particularly targeting drug trafficking networks in Latin America.

**Operation Southern Spe"
2025-12-13T01:27:37.631211,U.S. anti-cartel strike/operation on foreign soil by December 31?,U.S. anti-cartel strike/operation on foreign soil by December 31?,4118,"As of December 13, 2025, the U.S. has significantly intensified its anti-cartel operations on foreign soil, particularly targeting drug trafficking networks in Latin America.

**Operation Southern Spe"
2025-12-13T01:27:44.908601,Jazz vs. Grizzlies: O/U 233.5,Jazz vs. Grizzlies: O/U 233.5,2800,"The upcoming game between the Utah Jazz and the Memphis Grizzlies is scheduled for Tuesday, December 23, 2025, at 6:00 PM PST. 

**Recent Team Performances:**

- **Memphis Grizzlies:** The Grizzlies h"
2025-12-13T01:27:52.347670,Jazz vs. Grizzlies: 1H Moneyline,Jazz vs. Grizzlies: 1H Moneyline,3085,"The Utah Jazz and Memphis Grizzlies are set to face off on December 13, 2025, at FedExForum in Memphis. Recent developments and statistics provide insight into potential outcomes for the first-half (1"
2025-12-13T02:14:03.765162,Jazz vs. Grizzlies: 1H Moneyline,Jazz vs. Grizzlies: 1H Moneyline,3763,"The Utah Jazz are set to face the Memphis Grizzlies on December 13, 2025, at FedExForum in Memphis. The Grizzlies are favored, with a moneyline of -240, while the Jazz are at +200. ([oddscrowd.com](ht"
2025-12-13T02:14:11.981021,Prairie View A&M Panthers vs. South Dakota Coyotes,Prairie View A&M Panthers vs. South Dakota Coyotes,2677,"The Prairie View A&M Panthers (4-5) are set to face the South Dakota Coyotes (5-6) in a men's basketball game on Saturday, December 13, 2025, at 2 p.m. EST at the Sanford Coyote Sports Center in Vermi"
2025-12-13T02:14:20.804617,Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?,Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?,3359,"As of December 13, 2025, the prediction market ""Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?"" is trading at 2.5%, indicating a low probability of such an engagement occurri"
2025-12-13T02:19:58.142290,Prairie View A&M Panthers vs. South Dakota Coyotes,Prairie View A&M Panthers vs. South Dakota Coyotes,2626,"The Prairie View A&M Panthers men's basketball team is set to face the South Dakota Coyotes on Saturday, December 13, 2025, at 2 p.m. EST in Vermillion, South Dakota. ([lethbridgeherald.com](https://l"
2025-12-13T02:20:05.491022,Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?,Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?,3261,"As of December 13, 2025, the likelihood of a U.S.-Venezuela military engagement by December 31 is considered low, with prediction markets indicating a probability of less than 3%. ([monitor.polymarket"
2025-12-13T02:20:12.041297,Will Andy Beshear win the 2028 Democratic presidential nomination?,Will Andy Beshear win the 2028 Democratic presidential nomination?,2619,"As of December 13, 2025, Kentucky Governor Andy Beshear has not officially declared his candidacy for the 2028 Democratic presidential nomination. However, he has expressed openness to the possibility"
2025-12-13T02:25:45.823768,Prairie View A&M Panthers vs. South Dakota Coyotes,Prairie View A&M Panthers vs. South Dakota Coyotes,2971,"The Prairie View A&M Panthers men's basketball team is set to face the South Dakota Coyotes on Saturday, December 13, 2025, at 2 p.m. EST in Vermillion, South Dakota. ([lethbridgeherald.com](https://l"
2025-12-13T02:25:52.938199,Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?,Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?,3333,"As of December 13, 2025, the prediction market ""Odds of US x Venezuela military engagement by Dec 31 on Friday over 20%?"" is trading at 2.5%, indicating a low probability of military engagement betwee"
2025-12-13T02:25:58.384523,Will Andy Beshear win the 2028 Democratic presidential nomination?,Will Andy Beshear win the 2028 Democratic presidential nomination?,1653,"As of December 13, 2025, Kentucky Governor Andy Beshear has not officially declared his candidacy for the 2028 Democratic presidential nomination. However, he has expressed openness to the possibility"
2025-12-13T02:31:32.500042,Will Andy Beshear win the 2028 Democratic presidential nomination?,Will Andy Beshear win the 2028 Democratic presidential nomination?,2856,"As of December 13, 2025, Kentucky Governor Andy Beshear has not officially declared his candidacy for the 2028 Democratic presidential nomination. However, he has expressed openness to the possibility"
2025-12-13T02:31:38.842244,Epstein or Maxwell confirmed Mossad operatives in 2025?,Epstein or Maxwell confirmed Mossad operatives in 2025?,2693,"As of December 13, 2025, there is no confirmed evidence that Jeffrey Epstein or Ghislaine Maxwell were operatives of Mossad, Israel's national intelligence agency. Former Israeli Prime Minister Naftal"
2025-12-13T02:31:47.136701,Will ACA premium tax credits not be extended and will the Democratic Party win the House in 2026?,Will ACA premium tax credits not be extended and will the Democratic Party win the House in 2026?,4039,"As of December 13, 2025, the enhanced Affordable Care Act (ACA) premium tax credits are set to expire on December 31, 2025. Recent legislative efforts to extend these subsidies have faced significant "
2025-12-13T02:37:26.904984,Epstein or Maxwell confirmed Mossad operatives in 2025?,Epstein or Maxwell confirmed Mossad operatives in 2025?,2123,"As of December 13, 2025, there is no confirmed evidence that Jeffrey Epstein or Ghislaine Maxwell were operatives of Mossad, Israel's national intelligence agency. In July 2025, former Israeli Prime M"
2025-12-13T02:37:34.927242,Will ACA premium tax credits not be extended and will the Democratic Party win the House in 2026?,Will ACA premium tax credits not be extended and will the Democratic Party win the House in 2026?,3826,"As of December 13, 2025, the future of the Affordable Care Act (ACA) enhanced premium tax credits and the Democratic Party's prospects in the 2026 U.S. House elections are subjects of ongoing debate a"
2025-12-13T02:37:41.201550,Will Norway win the 2026 FIFA World Cup?,Will Norway win the 2026 FIFA World Cup?,2814,"Norway's national football team has demonstrated exceptional performance in recent years, positioning them as strong contenders for the 2026 FIFA World Cup. Under the leadership of manager Ståle Solba"
2025-12-13T02:43:15.719146,Will Norway win the 2026 FIFA World Cup?,Will Norway win the 2026 FIFA World Cup?,3682,"Norway's national football team has demonstrated remarkable performance in recent years, culminating in their qualification for the 2026 FIFA World Cup. Under the leadership of manager Ståle Solbakken"
2025-12-13T02:43:22.387928,Will AS Omónoia Leukosías win on 2025-12-18?,Will AS Omónoia Leukosías win on 2025-12-18?,2058,"AS Omónoia Leukosías is scheduled to play against RKS Raków Czestochowa on December 18, 2025, at 8:00 PM at the GSP Stadium in Nicosia. ([foxsports.com](https://www.foxsports.com/soccer/europa-confere"
2025-12-13T02:43:28.926508,"Maduro out by December 31, 2026?","Maduro out by December 31, 2026?",2631,"As of December 13, 2025, there is no official confirmation that Venezuelan President Nicolás Maduro has agreed to resign by December 31, 2026. However, recent developments suggest that such a scenario"
2025-12-13T02:49:04.710715,Will AS Omónoia Leukosías win on 2025-12-18?,Will AS Omónoia Leukosías win on 2025-12-18?,2132,"AS Omónoia Leukosías is set to face Raków Czestochowa on December 18, 2025, at the GSP Stadium in Nicosia, Cyprus, in a UEFA Conference League match. ([uefa.com](https://www.uefa.com/uefaconferencelea"
2025-12-13T02:49:11.517209,"Maduro out by December 31, 2026?","Maduro out by December 31, 2026?",3346,"As of December 13, 2025, there is no official announcement or credible evidence indicating that Venezuelan President Nicolás Maduro intends to resign by December 31, 2026. Recent developments, however"
2025-12-13T02:49:17.792293,"Will Elon Musk post 140-159 tweets from December 12 to December 19, 2025?","Will Elon Musk post 140-159 tweets from December 12 to December 19, 2025?",1483,"Elon Musk's recent Twitter activity and the associated prediction market provide insights into his tweeting patterns between December 12 and December 19, 2025.

**Recent Twitter Activity:**

- **High "
2025-12-13T02:54:52.600682,"Maduro out by December 31, 2026?","Maduro out by December 31, 2026?",3823,"As of December 13, 2025, there is no official announcement indicating that Venezuelan President Nicolás Maduro plans to resign by December 31, 2026. Recent developments, however, provide context that "
2025-12-13T02:54:58.537289,"Will Elon Musk post 140-159 tweets from December 12 to December 19, 2025?","Will Elon Musk post 140-159 tweets from December 12 to December 19, 2025?",1460,"Elon Musk's Twitter activity has been notably high, with recent analyses indicating an average of 68 to 110 tweets per day over the past year. ([twitter.com](https://twitter.com/i/grok/share/BKwzICm9X"
2025-12-13T02:55:03.361986,Up Only podcast released by December 31?,Up Only podcast released by December 31?,989,"The ""UpOnly"" podcast is a cryptocurrency-focused show that has gained popularity within the crypto community. As of December 13, 2025, there have been no official announcements regarding a new episode"
2025-12-13T03:00:34.472608,Will Donald Trump be on the Time 2025 person of the year shortlist?,Will Donald Trump be on the Time 2025 person of the year shortlist?,3541,"As of December 13, 2025, Time magazine has not released a shortlist for its 2025 Person of the Year. The magazine's selection process is typically confidential until the official announcement. However"
2025-12-13T03:00:41.851601,Battle of the Sexes: Aryna Sabalenka vs Nick Kyrgios,Battle of the Sexes: Aryna Sabalenka vs Nick Kyrgios,3766,"Aryna Sabalenka, the world number one in women's tennis, is set to face Australian player Nick Kyrgios in a ""Battle of the Sexes"" exhibition match on December 28, 2025, at Dubai's Coca-Cola Arena. ([s"
2025-12-13T03:00:46.999249,"Will Elon Musk post 260-279 tweets from December 9 to December 16, 2025?","Will Elon Musk post 260-279 tweets from December 9 to December 16, 2025?",1082,"Elon Musk's tweeting activity has been notably high, with recent analyses indicating an average of 68 to 110 tweets per day over the past year. ([twitter.com](https://twitter.com/i/grok/share/BKwzICm9"
2025-12-13T03:06:23.703331,Will Donald Trump be on the Time 2025 person of the year shortlist?,Will Donald Trump be on the Time 2025 person of the year shortlist?,3248,"As of December 13, 2025, Time magazine has not released an official shortlist for its 2025 Person of the Year. However, recent developments and expert analyses provide insight into potential contender"
2025-12-13T03:06:31.158513,Battle of the Sexes: Aryna Sabalenka vs Nick Kyrgios,Battle of the Sexes: Aryna Sabalenka vs Nick Kyrgios,4082,"Aryna Sabalenka and Nick Kyrgios are set to face off in a ""Battle of the Sexes"" exhibition match on December 28, 2025, at Dubai's Coca-Cola Arena. ([nbclosangeles.com](https://www.nbclosangeles.com/ne"
2025-12-13T03:06:37.034691,"Will Elon Musk post 260-279 tweets from December 9 to December 16, 2025?","Will Elon Musk post 260-279 tweets from December 9 to December 16, 2025?",1666,"Elon Musk's tweeting activity has been notably high, with recent analyses indicating an average of 68 to 110 tweets per day over the past year. ([twitter.com](https://twitter.com/i/grok/share/BKwzICm9"
2025-12-13T03:12:28.756209,Spread: Thunder (-9.5),Spread: Thunder (-9.5),3190,"The Oklahoma City Thunder are set to face the San Antonio Spurs in the NBA Cup semifinals on Saturday, December 13, 2025, at T-Mobile Arena in Las Vegas. The Thunder are favored by 9.5 points in this "
2025-12-13T03:12:34.316843,Will Team Spirit win the StarLadder Budapest Major 2025?,Will Team Spirit win the StarLadder Budapest Major 2025?,1686,"As of December 13, 2025, the StarLadder Budapest Major 2025 is nearing its conclusion, with the grand final scheduled for December 14. Team Spirit has demonstrated strong performance throughout the to"
2025-12-13T03:12:41.877425,Games Total: O/U 2.5,Games Total: O/U 2.5,2433,The Over/Under 2.5 goals market in football betting indicates whether a match will have more or fewer than 2.5 goals scored in total. Recent trends and statistics provide valuable insights into this m
2025-12-13T03:18:14.277472,Will Team Spirit win the StarLadder Budapest Major 2025?,Will Team Spirit win the StarLadder Budapest Major 2025?,1757,"As of December 13, 2025, the StarLadder Budapest Major 2025 is nearing its conclusion, with Team Spirit having advanced to the semifinals. They secured a 2-0 victory over Team Falcons in the quarterfi"
2025-12-13T03:18:21.930785,Games Total: O/U 2.5,Games Total: O/U 2.5,2052,"The ""Over/Under 2.5 goals"" (O/U 2.5) betting market is a popular metric in soccer, indicating whether a match will have more or fewer than 2.5 goals scored in total. Recent trends and analyses provide"
2025-12-13T03:18:29.873676,Games Total: O/U 2.5,Games Total: O/U 2.5,2523,"The ""Over/Under 2.5 goals"" betting market is a popular wager in soccer, where bettors predict whether the total number of goals scored in a match will be over or under 2.5. Recent trends indicate a sh"
2025-12-13T03:24:00.790747,Games Total: O/U 2.5,Games Total: O/U 2.5,2286,"The ""Over/Under 2.5 Goals"" betting market focuses on whether a soccer match will have more or fewer than 2.5 goals. Recent analyses provide insights into this market across various leagues:

**USL Cha"
2025-12-13T03:24:06.585712,Games Total: O/U 2.5,Games Total: O/U 2.5,1898,"The ""Over/Under 2.5 goals"" betting market is a popular wager in soccer, where bettors predict whether the total number of goals scored in a match will be over or under 2.5. Recent trends and analyses "
2025-12-13T03:24:11.356445,Lighter market cap (FDV) >$14B one day after launch?,Lighter market cap (FDV) >$14B one day after launch?,871,"The prediction market on Polymarket regarding Lighter's Fully Diluted Valuation (FDV) exceeding $14 billion one day after launch is currently active, with a volume of $2,872,204 and an end date of Dec"
2025-12-13T03:29:43.730468,Games Total: O/U 2.5,Games Total: O/U 2.5,2865,"The Over/Under 2.5 goals market in football betting indicates whether a match will have more or fewer than 2.5 goals scored in total. Recent trends and analyses provide insights into this market:

**R"
2025-12-13T03:29:51.816965,Games Total: O/U 2.5,Games Total: O/U 2.5,2892,"The ""Over/Under 2.5 Goals"" (O/U 2.5) betting market is a popular wager in sports like soccer, where bettors predict whether the total number of goals scored in a match will be over or under 2.5. A bet"
2025-12-13T03:29:57.178369,Lighter market cap (FDV) >$14B one day after launch?,Lighter market cap (FDV) >$14B one day after launch?,1566,"The prediction market on Polymarket regarding Lighter's Fully Diluted Valuation (FDV) exceeding $14 billion one day after launch is currently active, with a volume of $2,872,204 and an end date of Dec"
2025-12-13T03:35:31.556222,Games Total: O/U 2.5,Games Total: O/U 2.5,3966,"The Over/Under 2.5 goals market in football betting indicates whether a match will have more or fewer than 2.5 goals scored in total. Recent trends and analyses provide insights into this market:

**R"
2025-12-13T03:35:41.421846,Games Total: O/U 2.5,Games Total: O/U 2.5,3770,"The Over/Under (O/U) 2.5 goals market is a popular betting option in football, where bettors predict whether the total number of goals scored in a match will be over or under 2.5. A bet on ""Over 2.5"" "
2025-12-13T03:35:47.480268,Lighter market cap (FDV) >$14B one day after launch?,Lighter market cap (FDV) >$14B one day after launch?,2010,"The prediction market ""Lighter market cap (FDV) one day after launch?"" on Polymarket has been active, with various outcomes and volumes over the past few days. As of December 13, 2025, the market is t"
2025-12-13T03:41:25.914221,Games Total: O/U 2.5,Games Total: O/U 2.5,3534,"The ""Over/Under 2.5"" (O/U 2.5) betting market pertains to predicting whether a game will have more or fewer than 2.5 goals or points. This market is prevalent in sports like soccer and football. Here'"
2025-12-13T03:41:32.324009,Games Total: O/U 2.5,Games Total: O/U 2.5,1951,"The ""Over/Under 2.5 goals"" betting market is a popular wager in soccer, where bettors predict whether the total number of goals scored in a match will be over or under 2.5. Recent trends indicate a sh"
2025-12-13T03:41:38.602173,Lighter market cap (FDV) >$14B one day after launch?,Lighter market cap (FDV) >$14B one day after launch?,2155,"The prediction market on Polymarket regarding Lighter's Fully Diluted Valuation (FDV) one day after launch has seen significant activity, with a total trading volume exceeding $19.67 million. As of De"
2025-12-13T03:47:19.684112,Lighter market cap (FDV) >$14B one day after launch?,Lighter market cap (FDV) >$14B one day after launch?,1260,"As of December 13, 2025, the prediction market on Polymarket regarding Lighter's Fully Diluted Valuation (FDV) exceeding $14 billion one day after launch is trading at 1% probability, with ""Yes"" price"
2025-12-13T03:47:26.660644,Will Tokushima Vortis win on 2025-12-12?,Will Tokushima Vortis win on 2025-12-12?,1276,Tokushima Vortisは、2025年12月12日に行われるJ2リーグの昇格プレーオフ決勝で、ジェフユナイテッド市原・千葉と対戦します。この試合は、2025年シーズンのJ2リーグで3位のジェフユナイテッド市原・千葉（69ポイント）と4位の徳島ヴォルティス（65ポイント）が、J1昇格をかけて戦う重要な一戦です。 ([betonvalue.com](https://www.betonvalue
2025-12-13T03:47:32.205699,Will Jensen Huang be on the Time 2025 person of the year shortlist?,Will Jensen Huang be on the Time 2025 person of the year shortlist?,2298,"Jensen Huang, CEO of Nvidia, was featured prominently in Time magazine's 2025 ""Person of the Year"" issue, which honored the ""Architects of AI."" This collective recognition highlighted individuals and "
2025-12-13T03:58:10.502746,Lighter market cap (FDV) >$14B one day after launch?,Lighter market cap (FDV) >$14B one day after launch?,1535,"As of December 13, 2025, the prediction market on Polymarket regarding Lighter's Fully Diluted Valuation (FDV) exceeding $14 billion one day after launch is trading at a 2% probability for the ""Yes"" o"
2025-12-13T03:58:16.150555,Will Tokushima Vortis win on 2025-12-12?,Will Tokushima Vortis win on 2025-12-12?,1926,"As of December 13, 2025, Tokushima Vortis did not play a match on December 12, 2025. Their most recent match was on November 23, 2025, where they secured a 2-1 victory against Omiya Ardija. ([sofascor"
2025-12-13T03:58:21.485715,Will Jensen Huang be on the Time 2025 person of the year shortlist?,Will Jensen Huang be on the Time 2025 person of the year shortlist?,2100,"Jensen Huang, CEO of Nvidia, was featured prominently in Time magazine's 2025 ""Person of the Year"" issue, which honored the ""Architects of AI."" This collective recognition highlights individuals whose"
2025-12-13T04:04:41.061721,Will Crystal Palace FC win on 2025-12-14?,Will Crystal Palace FC win on 2025-12-14?,3701,"Crystal Palace FC is set to face Manchester City at Selhurst Park on Sunday, December 14, 2025, at 2:00 PM GMT. ([cpfc.co.uk](https://www.cpfc.co.uk/matches/men/epl/2025-26/crystal-palace-vs-mancheste"
2025-12-13T04:04:48.174826,Ukraine strikes another tanker in Black Sea by December 19?,Ukraine strikes another tanker in Black Sea by December 19?,3081,"As of December 13, 2025, Ukraine has intensified its maritime operations in the Black Sea, targeting Russian oil tankers to disrupt Moscow's oil exports and circumvent international sanctions. On Dece"
2025-12-13T04:04:54.781515,Will Thailand capture Preah Vihear temple by Dec 31?,Will Thailand capture Preah Vihear temple by Dec 31?,2078,"As of December 13, 2025, there is no credible evidence to suggest that Thailand will capture the Preah Vihear temple by December 31. The temple, located in Cambodia, has been under Cambodian sovereign"
2025-12-13T04:10:25.209506,Will Crystal Palace FC win on 2025-12-14?,Will Crystal Palace FC win on 2025-12-14?,1918,"Crystal Palace FC is set to face Manchester City on Sunday, December 14, 2025, at Selhurst Park in London. ([tickets.cpfc.co.uk](https://tickets.cpfc.co.uk/matches/men/epl/2025-26/crystal-palace-vs-ma"
2025-12-13T04:10:31.403221,Ukraine strikes another tanker in Black Sea by December 19?,Ukraine strikes another tanker in Black Sea by December 19?,1678,"As of December 13, 2025, Ukraine has intensified its maritime operations in the Black Sea, targeting Russian oil tankers to disrupt Moscow's oil exports and circumvent Western sanctions. On December 1"
2025-12-13T04:10:39.295932,Will Thailand capture Preah Vihear temple by Dec 31?,Will Thailand capture Preah Vihear temple by Dec 31?,4449,"As of December 13, 2025, the situation regarding Thailand's control over the Preah Vihear Temple remains complex and fluid. Recent developments indicate a significant escalation in border tensions bet"
2025-12-13T04:16:12.345785,Ukraine strikes another tanker in Black Sea by December 19?,Ukraine strikes another tanker in Black Sea by December 19?,2323,"As of December 13, 2025, there have been no reports of Ukraine striking another tanker in the Black Sea. The most recent incident occurred on December 10, when Ukrainian sea drones disabled the Dashan"
2025-12-13T04:16:19.760729,Will Thailand capture Preah Vihear temple by Dec 31?,Will Thailand capture Preah Vihear temple by Dec 31?,3316,"As of December 13, 2025, the situation regarding Thailand's potential capture of the Preah Vihear Temple by December 31 remains uncertain. Recent developments indicate ongoing tensions and military ac"
2025-12-13T04:16:25.473854,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,1493,"As of December 13, 2025, there is no substantial evidence to suggest that Giannis Antetokounmpo is being traded to the Toronto Raptors. In October 2023, Antetokounmpo signed a three-year, $186 million"
2025-12-13T04:21:58.408230,Will Thailand capture Preah Vihear temple by Dec 31?,Will Thailand capture Preah Vihear temple by Dec 31?,2789,"As of December 13, 2025, the situation regarding Thailand's control over the Preah Vihear Temple remains complex and fluid. Despite U.S. President Donald Trump's announcement of a ceasefire between Th"
2025-12-13T04:22:05.551677,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,3059,"As of December 13, 2025, there have been several developments regarding the potential trade of Giannis Antetokounmpo to the Toronto Raptors:

**Recent Discussions and Reports:**

- **December 3, 2025:"
2025-12-13T04:22:10.745411,Will NVIDIA reach $228 in December?,Will NVIDIA reach $228 in December?,1812,"As of December 13, 2025, NVIDIA's stock (NVDA) is trading at $175.02, down $5.88 (3.25%) from the previous close.

## Stock market information for NVIDIA Corp (NVDA)
- NVIDIA Corp is a equity in the U"
2025-12-13T04:27:42.089272,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,1397,"As of December 13, 2025, there is no substantial evidence to suggest that Giannis Antetokounmpo is being traded to the Toronto Raptors. In October 2023, Antetokounmpo signed a three-year, $186 million"
2025-12-13T04:27:48.728917,Will NVIDIA reach $228 in December?,Will NVIDIA reach $228 in December?,2451,"As of December 13, 2025, NVIDIA's stock (NVDA) is trading at $175.02, reflecting a 3.25% decrease from the previous close.

## Stock market information for NVIDIA Corp (NVDA)
- NVIDIA Corp is a equity"
2025-12-13T04:27:56.830690,Army vs. Navy: O/U 39.5,Army vs. Navy: O/U 39.5,3617,"The Army vs. Navy football game is scheduled for Saturday, December 13, 2025, at M&T Bank Stadium in Baltimore, Maryland, with kickoff at 3:00 PM ET. ([news.bet365.com](https://news.bet365.com/en-us/a"
2025-12-13T04:33:29.368638,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,1500,"As of December 13, 2025, there is no substantial evidence to suggest that Giannis Antetokounmpo is being traded to the Toronto Raptors. In October 2023, Antetokounmpo signed a three-year, $186 million"
2025-12-13T04:33:34.919629,Will NVIDIA reach $228 in December?,Will NVIDIA reach $228 in December?,1230,"As of December 13, 2025, NVIDIA's stock (NVDA) is trading at $175.02 per share.

## Stock market information for NVIDIA Corp (NVDA)
- NVIDIA Corp is a equity in the USA market.
- The price is 175.02 U"
2025-12-13T04:33:41.921799,Army vs. Navy: O/U 39.5,Army vs. Navy: O/U 39.5,2090,"The Army vs. Navy football game is scheduled for Saturday, December 13, 2025, at 3:00 PM ET at M&T Bank Stadium in Baltimore, Maryland. The current over/under (O/U) for the game is set at 39.5 points."
2025-12-13T04:39:28.230487,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,Will Giannis Antetokounmpo be traded to the Toronto Raptors?,1359,"As of December 13, 2025, there have been no official announcements regarding a trade involving Giannis Antetokounmpo to the Toronto Raptors. The most recent developments occurred in October 2025, when"
2025-12-13T04:39:34.484295,Will NVIDIA reach $228 in December?,Will NVIDIA reach $228 in December?,2463,"As of December 13, 2025, NVIDIA's stock (NVDA) is trading at $175.02, reflecting a 3.25% decrease from the previous close.

## Stock market information for NVIDIA Corp (NVDA)
- NVIDIA Corp is a equity"
2025-12-13T04:39:41.693595,Army vs. Navy: O/U 39.5,Army vs. Navy: O/U 39.5,2888,"The Army vs. Navy football game is scheduled for Saturday, December 13, 2025, at M&T Bank Stadium in Baltimore, Maryland, with kickoff at 3:00 PM ET. ([news.bet365.com](https://news.bet365.com/en-us/a"
2025-12-13T04:45:12.976297,Will NVIDIA reach $228 in December?,Will NVIDIA reach $228 in December?,2391,"As of December 13, 2025, NVIDIA's stock (NVDA) is trading at $175.02, reflecting a 3.25% decrease from the previous close.

## Stock market information for NVIDIA Corp (NVDA)
- NVIDIA Corp is a equity"
2025-12-13T04:45:21.811231,Army vs. Navy: O/U 39.5,Army vs. Navy: O/U 39.5,3581,"The Army vs. Navy football game is scheduled for Saturday, December 13, 2025, at M&T Bank Stadium in Baltimore, Maryland, with kickoff at 3:00 PM ET. ([news.bet365.com](https://news.bet365.com/en-us/a"
2025-12-13T04:45:28.864738,Will Paul Mescal win Best Supporting Actor at the 98th Academy Awards?,Will Paul Mescal win Best Supporting Actor at the 98th Academy Awards?,2372,"As of December 13, 2025, Paul Mescal's prospects for winning Best Supporting Actor at the 98th Academy Awards are promising, though he faces strong competition.

**Recent News and Updates:**

- **Crit"
2025-12-13T04:51:00.988129,Spread: Utah (-1.5),Spread: Utah (-1.5),1380,"The Utah Jazz have recently demonstrated strong performance, securing a 130-126 victory over the Memphis Grizzlies on December 12, 2025. This win follows a 131-101 loss to the Oklahoma City Thunder on"
2025-12-13T04:51:08.378669,Boise State vs. Washington,Boise State vs. Washington,3003,"Boise State (9-4) and Washington (8-4) are set to face off in the Bucked Up LA Bowl on December 13, 2025, at SoFi Stadium in Inglewood, California. ([gohuskies.com](https://gohuskies.com/news/2025/12/"
2025-12-13T04:51:16.498556,Flames vs. Kings,Flames vs. Kings,2080,"
## NHL Schedule
- Flames @ Kings on Saturday, Dec 13, 2025 at 07:00 PM PST


The Calgary Flames are set to face the Los Angeles Kings on Saturday, December 13, 2025, at Crypto.com Arena in Los Angele"
2025-12-13T04:56:50.972777,Will Atlas introduce ads by December 31?,Will Atlas introduce ads by December 31?,1388,"As of December 13, 2025, there is no publicly available information indicating that Atlas, a company or entity, plans to introduce advertisements by December 31, 2025. The term ""Atlas"" is associated w"
2025-12-13T04:56:57.107682,Will Stade Rennais FC 1901 win on 2025-12-13?,Will Stade Rennais FC 1901 win on 2025-12-13?,2090,"Stade Rennais FC is set to face Stade Brestois 29 on December 13, 2025, at Roazhon Park in a Ligue 1 match. ([thescore.com](https://www.thescore.com/fran/events/89957?utm_source=openai))

**Recent Per"
2025-12-13T04:57:04.606446,Spread: Club Atlético de Madrid (-1.5),Spread: Club Atlético de Madrid (-1.5),3911,"Club Atlético de Madrid has recently faced a series of challenges that may impact their performance in upcoming matches, particularly concerning the -1.5 goal spread.

**Recent Match Performance:**

-"
